status,reported,description,type,address,occurred
CLOSED,2019-10-04 23:38:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and reported that a loud party had been shut down   earlier and that the area was quiet.,LOUD PARTY,MATHER HOUSE A 93 BANKS ST CAMBRIDGE,10/4/19 23:38
CLOSED,2019-10-05 02:35:00+00:00,Officer dispatched to a report of a noise complaint. Officer arrived and reported that the area was quiet.,NOISE COMPLAINT,20-20A PRESCOTT ST 20 PRESCOTT ST CAMBRIDGE,10/5/19 2:35
CLOSED,2019-10-05 12:52:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,ATHLETICS - BEREN TENNIS COURT 79 N HARVARD ST ALLSTON,10/5/19 12:45 PM - 1:15 PM
OPEN,2019-10-05 16:56:00+00:00,"Officer dispatched to take a report of a stolen brown Raleigh bicycle valued at $120.00. The reporting individual informed the officer that their bicycle was secured to a bike rack with a U-lock valued at $120.00, which was also stolen.",THEFT REPORT,SPANGLER CENTER 117 WESTERN AVE ALLSTON,10/4/19 - 2:00 PM 10/5/19 - 10:15 AM
CLOSED,2019-10-05 17:34:00+00:00,Officer dispatched to a report of an individual engaged in suspicious activity. Officer arrived and reported that the      individual was gone on arrival.,SUSPICIOUS ACTIVITY,FOGG MUSEUM 32 QUINCY ST CAMBRIDGE,10/5/19 17:34
CLOSED,2019-10-06 01:07:00+00:00,Officers dispatched to a report of several unwanted guests behind the building. Officers arrived and reported that the     individuals were gone on arrival.,UNWANTED GUEST,19 WARE STCAMBRIDGE,10/6/19 1:07
OPEN,2019-10-06 02:04:00+00:00,"Officer dispatched to take a report of a stolen silver and red Raleigh Merit bicycle valued at $800.00 affixed with an LED light valued at $20.00. The reporting individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $25.00, which was also stolen.",THEFT REPORT,CHILD HALL 26 EVERETT ST CAMBRIDGE,10/5/19 - 2:00 PM 10/6/19 - 1:40 AM
OPEN,2019-10-06 03:37:00+00:00,"Officers dispatched to a report of an individual engaged in suspicious activity. Officers arrived, searched for the        individual, and reported that they were gone on arrival.",SUSPICIOUS ACTIVITY,CABOT HOUSE K - BERTRAM HALL 60 LINNAEAN ST CAMBRIDGE,10/6/19 3:20 AM - 3:37 AM
OPEN,2019-10-06 22:17:00+00:00,Officer dispatched to take a report of a stolen gold Samsung Galaxy S8 telephone valued at $730.00 and an HUID card.,THEFT REPORT,VANSERG BUILDING 29 FRANCIS AVE CAMBRIDGE,10/6/19 3:00 PM - 3:30 PM
OPEN,2019-10-07 09:41:00+00:00,Officer dispatched to take a report of a stolen Fuji bicycle tire valued at $100.00.,THEFT REPORT,FOGG MUSEUM LOT 478 BROADWAY CAMBRIDGE,10/3/19 - 9:00 PM 10/6/19 - 10:00 AM
CLOSED,2019-10-07 13:05:00+00:00,"Officers dispatched to a report of two individuals engaged in suspicious activity near the bicycle cage. Officers arrived, located the individuals a short distance away, and conducted a field interview. During the field interview, the            individuals were run for wants/warrants with negative results but did show positive results for active trespass warnings   for all Harvard University property. Officers then spoke to the reporting party who stated that they had previously        observed the individuals pulling on the doors to the bicycle cage. The individuals were then reminded of their trespass    warning for all Harvard University property and sent on their way.",THEFT REPORT,LITTAUER HKS 79 JFK ST CAMBRIDGE,10/7/19 1:00 PM - 1:11 PM
OPEN,2019-10-07 13:52:00+00:00,Officer dispatched to take a report of suspicious activity.,SUSPICIOUS ACTIVITY,WIGGLESWORTH HALL H 6 HARVARD YARD CAMBRIDGE,10/5/19 - 1:20 PM 10/7/19 - 1:52 PM
CLOSED,2019-10-08 00:24:00+00:00,Officer dispatched to a report of an individual causing a disturbance. Officer arrived and reported that Cambridge Police  was on scene. Officer reported that Cambridge Police conducted a field interview with the individual and then sent them on their way.,ASSIST CAMBRIDGE POLICE,HARVARD YARD 1 PEABODY ST CAMBRIDGE,10/8/19 0:24
CLOSED,2019-10-08 01:48:00+00:00,Officer dispatched to a report of an individual engaged in suspicious activity near the bicycle rack. Officer arrived and  reported that all was in order.,SUSPICIOUS ACTIVITY,WIGGLESWORTH HALL D 6 HARVARD YARD CAMBRIDGE,10/8/19 1:48
CLOSED,2019-10-08 08:03:00+00:00,"Officers dispatched to a report of several unwanted guests in the alleyway near the building. Officers arrived, located    two individuals, and sent them on their way.",UNWANTED GUEST,125 MT AUBURN STREETCAMBRIDGE,10/8/19 8:03
CLOSED,2019-10-08 10:39:00+00:00,Officer dispatched to take a report of suspicious activity.,SUSPICIOUS ACTIVITY,BOYLSTON HALL 5 HARVARD YARD CAMBRIDGE,10/8/19 10:30 AM - 10:45 AM
OPEN,2019-10-08 12:48:00+00:00,"Officer dispatched to take a report of a stolen black Cannondale bicycle valued at $600.00  and a Giro helmet valued at    $50.00. The reporting individual informed the officer that their bicycle was secured to a bike rack with a cable lock      valued at $30.00, which was also stolen.",THEFT REPORT,MORGAN HALL 15 HARVARD WAY ALLSTON,10/7/19 12:30 PM - 5:30 PM
CLOSED,2019-10-08 13:36:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,VANDALISM,176 LINCOLN STALLSTON,10/8/19 0:01 AM - 1:30 PM
CLOSED,2019-10-08 16:06:00+00:00,Officer dispatched to a report of an idling motor vehicle. Officer arrived and reported that all was in order.,MOTOR VEHICLE COMPLAINT,ANDOVER LIBRARY 45 FRANCIS AVE CAMBRIDGE,10/8/19 16:06
CLOSED,2019-10-08 17:31:00+00:00,"Officer dispatched to a report of an individual skateboarding. Officer arrived, located the individual, and sent them on   their way.",SKATEBOARD/BIKE COMPLAINT,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,10/8/19 17:31
CLOSED,2019-10-09 00:11:00+00:00,Officers dispatched to a report of several individuals skateboarding in the courtyard. Officers arrived and reported that  the individuals were gone on arrival.,SKATEBOARD/BIKE COMPLAINT,MATHER HOUSE COURTYARD 93 BANKS ST CAMBRIDGE,10/9/19 0:11
CLOSED,2019-10-09 03:09:00+00:00,"Officer dispatched to a report of an unwanted guest sleeping in the building. Officer arrived, located the individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results.  The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",TRESPASS WARNING,CASPERSEN STUDENT CENTER 1585 MASSACHUSETTS AVE CAMBRIDGE,10/9/19 3:09 AM - 3:54 AM
OPEN,2019-10-09 12:09:00+00:00,Officer dispatched to take a report of vandalism done to the passenger side door of a motor vehicle.,VANDALISM,135 WESTERN AVEALLSTON,10/9/19 5:30 AM - 12:30 PM
CLOSED,2019-10-09 13:16:00+00:00,Officer dispatched to take a report of annoying telephone calls.,ANNOYING CALLS/TEXTS/EMAILS,BELFER CENTER 79 JFK ST CAMBRIDGE,9/10/19 - 9:00 AM 10/9/19 - 4:38 AM
CLOSED,2019-10-09 13:59:00+00:00,Officer dispatched to a report of an individual who may not have authorization to be in the building. Officer arrived and  located the reporting party who stated that the individual did indeed have authorization to be in the building.,SUSPICIOUS ACTIVITY,QUINCY HOUSE - STONE HOUSE 3 DEWOLFE ST CAMBRIDGE,10/9/19 13:59
CLOSED,2019-10-09 19:24:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,EVERETT STREET GARAGE 10 EVERETT ST CAMBRIDGE,10/9/19 3:00 PM - 7:30 PM
CLOSED,2019-10-09 20:41:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,VANDALISM,HUIT - 38 OXFORD 38 OXFORD ST CAMBRIDGE,10/9/19 8:00 PM - 8:30 PM
OPEN,2019-10-10 01:19:00+00:00,"Officer dispatched to take a report of two stolen backpacks valued at $40.00, a Microsoft Pro laptop valued at $1,000.00,  Bose headphones valued at $500.00, a black coat valued at $100.00, a debit/credit card, various textbooks, and keys.",THEFT REPORT,PIERCE HALL 29 OXFORD ST CAMBRIDGE,10/10/19 0:01 AM - 1:10 AM
CLOSED,2019-10-10 07:51:00+00:00,"Officer dispatched to a report of an unwanted guest sleeping in the alleyway behind the building. Officer arrived, located the individual, and sent them on their way.",UNWANTED GUEST,8 STORY STCAMBRIDGE,10/10/19 7:51
CLOSED,2019-10-10 10:48:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the dugout. Officers arrived, located the individual, and sent them on their way.",UNWANTED GUEST, ATHLETICS - O DONNELL BASEBALL 79 N HARVARD ST ALLSTON,10/10/19 10:48
OPEN,2019-10-10 11:32:00+00:00,Officer took a report of an assault.,ASSAULT REPORT,SPANGLER CENTER 117 WESTERN AVE ALLSTON,9/13/19 2:30 PM - 3:00 PM
CLOSED,2019-10-10 11:43:00+00:00,Officer dispatched to take a report of suspicious activity.,ASSIST BOSTON POLICE,SMITH STBOSTON,10/10/19 11:43
CLOSED,2019-10-10 14:15:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,ROTTERDAM ST / HAGUE STCAMBRIDGE,10/8/19 - 6:00 AM 10/9/19 - 6:00 AM
OPEN,2019-10-10 15:46:00+00:00,Officer dispatched to take a report of annoying telephone calls.,ANNOYING CALLS/TEXTS/EMAILS,ADMISSIONS VISITOR CENTER - AG 5 JAMES ST CAMBRIDGE,10/10/19 3:30 PM - 4:05 PM
OPEN,2019-10-10 16:34:00+00:00,Officer dispatched to take a report of annoying telephone calls.,ANNOYING CALLS/TEXTS/EMAILS,HARVARD ALUMNI ASSOCIATION 124 MT AUBURN ST CAMBRIDGE,8/1/19 - 12:00 PM 10/10/19 - 12:36 PM
OPEN,2019-10-10 18:31:00+00:00,Officer dispatched to take a report of a suspicious email.,SUSPICIOUS CALL/TEXT/MAIL/SOCI,MASSACHUSETTS HALL 11 HARVARD YARD CAMBRIDGE,9/24/19 - 0:01 AM 10/10/19 - 0:01 AM
CLOSED,2019-10-10 23:46:00+00:00,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the occupants  would disperse for the night.,ASSIST CAMBRIDGE POLICE,LAMPOON 44 BOW ST CAMBRIDGE,10/10/19 23:46
CLOSED,2019-10-11 00:26:00+00:00,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the music      would be turned down for the evening.,ASSIST CAMBRIDGE POLICE,LAMPOON 44 BOW ST CAMBRIDGE,10/11/19 0:26
CLOSED,2019-10-11 09:30:00+00:00,Officer dispatched to take a report of a suspicious telephone call.,SUSPICIOUS CALL/TEXT/MAIL/SOCI,MASSACHUSETTS HALL 11 HARVARD YARD CAMBRIDGE,10/11/19 9:23 AM - 10:10 AM
OPEN,2019-10-11 10:56:00+00:00,Officer dispatched to take a report of harassment.,HARASSMENT,JEFFERSON LAB 17 OXFORD ST CAMBRIDGE,7/17/19 - 9:00 AM 10/11/19 - 9:30 AM
OPEN,2019-10-11 12:17:00+00:00,Officer dispatched to take a report of a previous unwanted guest.,UNWANTED GUEST,BIOLOGY LAB 16 DIVINITY AVE CAMBRIDGE,10/11/19 9:45 AM - 12:00 PM
CLOSED,2019-10-11 13:36:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and        conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results.  The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",TRESPASS WARNING,BIOLOGY LAB 16 DIVINITY AVE CAMBRIDGE,10/11/19 1:15 PM - 1:36 PM
CLOSED,2019-10-11 14:32:00+00:00, ,DEMONSTRATION,HILLES SOC 59 SHEPARD ST CAMBRIDGE,10/11/19 2:32 PM - 3:05 PM
CLOSED,2019-10-11 16:09:00+00:00,Officers dispatched to a report of an individual with an active trespassing warning inside of the building. Officers       arrived and reported that the individual was gone on arrival.,UNWANTED GUEST,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,10/11/19 16:09
OPEN,2019-10-11 16:38:00+00:00,"Officers while on patrol observed an individual with an active trespass warning for all Harvard University property enter  the building. Officers approached the individual and conducted a field interview. During the field interview, the          individual was reminded  of their active trespass warning for all Harvard University property and then subsequently left   the building. The individual was run for wants/warrants with negative results but did show positive results for an active  trespass warning. Officers reported that a criminal complaint for trespassing would be sought regarding this matter.",TRESPASSING,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,10/11/19 4:30 PM - 4:40 PM
CLOSED,2019-10-11 19:27:00+00:00,Officer took a report of a bicyclist struck by a motor vehicle.,ASSIST BOSTON POLICE,N HARVARD ST / SOLDIERS FIELD RDALLSTON,10/11/19 5:00 PM - 7:30 PM
CLOSED,2019-10-11 22:46:00+00:00,Officers dispatched to a report of several unwanted guests. Officers arrived and reported that the individuals were gone   on arrival.,UNWANTED GUEST,8 STORY STCAMBRIDGE,10/11/19 22:46
CLOSED,2019-10-11 23:42:00+00:00,Officers dispatched to a report of a noise complaints. Officers and Cambridge Police arrived and advised occupants to keep the noise level down.,NOISE COMPLAINT,20-20A PRESCOTT ST 20 PRESCOTT ST CAMBRIDGE,10/11/19 23:42
CLOSED,2019-10-12 00:14:00+00:00,Officer dispatched to a report of two individuals arguing outside of the building. Officer arrived and reported that the   individuals were gone on arrival.,DISTURBANCE,20 DEWOLFE STCAMBRIDGE,10/12/19 0:14
CLOSED,2019-10-12 00:33:00+00:00,Officers dispatched to a report of loud music. Officers and Cambridge Police arrived and report that a party was shut      down.,LOUD PARTY,20-20A PRESCOTT ST 20 PRESCOTT ST CAMBRIDGE,10/12/19 0:27 AM - 1:00 AM
CLOSED,2019-10-12 00:34:00+00:00,"Officers dispatched to a report of an individual who may not have authorization to be in the area. Officers arrived,       located the individual, and reported that they did indeed have authorization to be in the area.",SUSPICIOUS ACTIVITY,NORTH HALL 1651 MASSACHUSETTS AVE CAMBRIDGE,10/12/19 0:34
CLOSED,2019-10-12 01:45:00+00:00,Officers dispatched to a report of the odor of marijuana in the lobby of the building. Officers arrived and spoke to the   reporting party who stated that this had been an ongoing issue.,SUSPICIOUS ACTIVITY,PEABODY TERRACE 11 900 MEMORIAL DR CAMBRIDGE,10/12/19 1:45 AM - 2:33 AM
OPEN,2019-10-12 09:09:00+00:00,Officer dispatched to take a report of an attempted forcible breaking and entering into a storage room.,THEFT REPORT,ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,10/12/19 0:01 AM - 9:30 AM
CLOSED,2019-10-12 12:39:00+00:00,"Officer while on a detail received a report of an individual scalping tickets. Officer arrived, located the individual,",FIELD INTERVIEW,ATHLETICS - MURR CENTER 65 N HARVARD ST ALLSTON,10/12/09 12:40 PM - 12:50 PM
CLOSED,2019-10-12 19:41:00+00:00,Officer while on a detail reported a drone being operated in the area. Officer reported that the drone had been observed   for approximately five minutes and then flew out of sight shortly thereafter.,SUSPICIOUS ACTIVITY,ATHLETICS - STADIUM 79 N HARVARD ST ALLSTON,10/12/19 4:45 PM - 4:50 PM
